dteday,season,year,month,hours,holiday,one_of_week,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,humidity_category,category_days
2011-06-25,Fall,2011,Jun,6,No Holiday,Saturday,Clear,0.64,0.6212,56.99999999999999,0.2239,12,17,29,Ideal,weekend
2011-06-25,Fall,2011,Jun,7,No Holiday,Saturday,Clear,0.64,0.6212,56.99999999999999,0.2836,7,35,42,Ideal,weekend
2011-06-25,Fall,2011,Jun,8,No Holiday,Saturday,Clear,0.7,0.6515,48.0,0.2537,27,85,112,Ideal,weekend
2011-06-25,Fall,2011,Jun,9,No Holiday,Saturday,Clear,0.72,0.6515,45.0,0.2537,47,139,186,Ideal,weekend
2011-06-25,Fall,2011,Jun,10,No Holiday,Saturday,Clear,0.72,0.6515,45.0,0.194,99,203,302,Ideal,weekend
2011-06-25,Fall,2011,Jun,11,No Holiday,Saturday,Clear,0.74,0.6667,42.0,0.0,122,209,331,Terlalu kering,weekend
2011-06-25,Fall,2011,Jun,12,No Holiday,Saturday,Clear,0.74,0.6515,40.0,0.2836,140,252,392,Terlalu kering,weekend
2011-06-25,Fall,2011,Jun,13,No Holiday,Saturday,Clear,0.74,0.6515,40.0,0.2836,140,231,371,Terlalu kering,weekend
2011-06-25,Fall,2011,Jun,14,No Holiday,Saturday,Clear,0.74,0.6667,45.0,0.2985,151,232,383,Ideal,weekend
2011-06-25,Fall,2011,Jun,15,No Holiday,Saturday,Clear,0.74,0.6667,45.0,0.0,157,235,392,Ideal,weekend
2011-06-25,Fall,2011,Jun,16,No Holiday,Saturday,Clear,0.76,0.6818,43.0,0.2985,175,235,410,Terlalu kering,weekend
2011-06-25,Fall,2011,Jun,17,No Holiday,Saturday,Clear,0.74,0.6667,42.0,0.2239,152,247,399,Terlalu kering,weekend
2011-06-25,Fall,2011,Jun,18,No Holiday,Saturday,Clear,0.72,0.6515,45.0,0.2537,108,199,307,Ideal,weekend
2011-06-25,Fall,2011,Jun,19,No Holiday,Saturday,Clear,0.72,0.6667,48.0,0.2836,121,254,375,Ideal,weekend
2011-06-25,Fall,2011,Jun,20,No Holiday,Saturday,Clear,0.7,0.6515,48.0,0.194,74,195,269,Ideal,weekend
2011-06-25,Fall,2011,Jun,21,No Holiday,Saturday,Clear,0.68,0.6364,51.0,0.1642,62,140,202,Ideal,weekend
2011-06-25,Fall,2011,Jun,22,No Holiday,Saturday,Clear,0.68,0.6364,47.0,0.194,61,126,187,Ideal,weekend
2011-06-25,Fall,2011,Jun,23,No Holiday,Saturday,Misty,0.66,0.6212,50.0,0.2985,49,130,179,Ideal,weekend
2011-06-26,Fall,2011,Jun,0,No Holiday,Sunday,Clear,0.64,0.6212,53.0,0.0,30,85,115,Ideal,weekend
2011-06-26,Fall,2011,Jun,1,No Holiday,Sunday,Clear,0.64,0.6212,53.0,0.1045,17,73,90,Ideal,weekend
2011-06-26,Fall,2011,Jun,2,No Holiday,Sunday,Clear,0.62,0.6212,56.99999999999999,0.1045,17,70,87,Ideal,weekend
2011-06-26,Fall,2011,Jun,3,No Holiday,Sunday,Clear,0.6,0.6061,64.0,0.1045,12,22,34,Ideal,weekend
2011-06-26,Fall,2011,Jun,4,No Holiday,Sunday,Clear,0.6,0.6061,64.0,0.0896,3,8,11,Ideal,weekend
2011-06-26,Fall,2011,Jun,5,No Holiday,Sunday,Clear,0.6,0.6061,64.0,0.0,3,9,12,Ideal,weekend
2011-06-26,Fall,2011,Jun,6,No Holiday,Sunday,Clear,0.6,0.6061,64.0,0.0,7,13,20,Ideal,weekend
2011-06-26,Fall,2011,Jun,7,No Holiday,Sunday,Clear,0.62,0.6061,61.0,0.0,24,27,51,Ideal,weekend
2011-06-26,Fall,2011,Jun,8,No Holiday,Sunday,Clear,0.64,0.6212,61.0,0.194,29,78,107,Ideal,weekend
2011-06-26,Fall,2011,Jun,9,No Holiday,Sunday,Clear,0.66,0.6212,54.0,0.0896,75,131,206,Ideal,weekend
2011-06-26,Fall,2011,Jun,10,No Holiday,Sunday,Clear,0.72,0.6667,48.0,0.1045,136,196,332,Ideal,weekend
2011-06-26,Fall,2011,Jun,11,No Holiday,Sunday,Clear,0.72,0.6515,45.0,0.1343,127,219,346,Ideal,weekend
2011-06-26,Fall,2011,Jun,12,No Holiday,Sunday,Clear,0.74,0.6515,40.0,0.1642,175,268,443,Terlalu kering,weekend
2011-06-26,Fall,2011,Jun,13,No Holiday,Sunday,Clear,0.74,0.6515,40.0,0.0,197,245,442,Terlalu kering,weekend
2011-06-26,Fall,2011,Jun,14,No Holiday,Sunday,Clear,0.74,0.6515,40.0,0.1343,197,246,443,Terlalu kering,weekend
2011-06-26,Fall,2011,Jun,15,No Holiday,Sunday,Clear,0.74,0.6515,40.0,0.0,174,229,403,Terlalu kering,weekend
2011-06-26,Fall,2011,Jun,16,No Holiday,Sunday,Clear,0.74,0.6667,42.0,0.194,177,278,455,Terlalu kering,weekend
2011-06-26,Fall,2011,Jun,17,No Holiday,Sunday,Misty,0.72,0.6515,42.0,0.1642,178,243,421,Terlalu kering,weekend
2011-06-26,Fall,2011,Jun,18,No Holiday,Sunday,Misty,0.72,0.6515,45.0,0.2537,117,265,382,Ideal,weekend
2011-06-26,Fall,2011,Jun,19,No Holiday,Sunday,Misty,0.72,0.6667,48.0,0.1343,89,228,317,Ideal,weekend
2011-06-26,Fall,2011,Jun,20,No Holiday,Sunday,Misty,0.7,0.6515,48.0,0.1045,55,158,213,Ideal,weekend
2011-06-26,Fall,2011,Jun,21,No Holiday,Sunday,Misty,0.7,0.6515,54.0,0.1045,48,135,183,Ideal,weekend
2011-06-26,Fall,2011,Jun,22,No Holiday,Sunday,Clear,0.7,0.6515,51.0,0.0,19,95,114,Ideal,weekend
2011-06-26,Fall,2011,Jun,23,No Holiday,Sunday,Clear,0.7,0.6515,54.0,0.0896,14,64,78,Ideal,weekend
2011-06-27,Fall,2011,Jun,0,No Holiday,Monday,Light_rainsnow,0.64,0.6061,73.0,0.2836,7,25,32,Terlalu Lembab,weekdays
2011-06-27,Fall,2011,Jun,1,No Holiday,Monday,Misty,0.62,0.5909,78.0,0.1343,4,11,15,Terlalu Lembab,weekdays
2011-06-27,Fall,2011,Jun,2,No Holiday,Monday,Light_rainsnow,0.62,0.5909,78.0,0.1343,3,3,6,Terlalu Lembab,weekdays
2011-06-27,Fall,2011,Jun,3,No Holiday,Monday,Light_rainsnow,0.62,0.5909,78.0,0.1343,0,2,2,Terlalu Lembab,weekdays
2011-06-27,Fall,2011,Jun,4,No Holiday,Monday,Misty,0.6,0.5606,83.0,0.1642,1,8,9,Terlalu Lembab,weekdays
2011-06-27,Fall,2011,Jun,5,No Holiday,Monday,Misty,0.62,0.5758,83.0,0.1642,1,21,22,Terlalu Lembab,weekdays
2011-06-27,Fall,2011,Jun,6,No Holiday,Monday,Misty,0.62,0.5909,78.0,0.1642,4,90,94,Terlalu Lembab,weekdays
2011-06-27,Fall,2011,Jun,7,No Holiday,Monday,Misty,0.64,0.6061,73.0,0.2239,14,247,261,Terlalu Lembab,weekdays
2011-06-27,Fall,2011,Jun,8,No Holiday,Monday,Clear,0.66,0.6212,74.0,0.194,29,418,447,Terlalu Lembab,weekdays
2011-06-27,Fall,2011,Jun,9,No Holiday,Monday,Misty,0.72,0.6667,54.0,0.0,37,150,187,Ideal,weekdays
2011-06-27,Fall,2011,Jun,10,No Holiday,Monday,Misty,0.72,0.6667,54.0,0.1343,55,95,150,Ideal,weekdays
2011-06-27,Fall,2011,Jun,11,No Holiday,Monday,Misty,0.7,0.6515,57.99999999999999,0.0,55,95,150,Ideal,weekdays
2011-06-27,Fall,2011,Jun,12,No Holiday,Monday,Misty,0.72,0.6667,54.0,0.0,40,130,170,Ideal,weekdays
2011-06-27,Fall,2011,Jun,13,No Holiday,Monday,Misty,0.72,0.6667,57.99999999999999,0.2239,37,127,164,Ideal,weekdays
2011-06-27,Fall,2011,Jun,14,No Holiday,Monday,Misty,0.72,0.6667,57.99999999999999,0.0896,58,100,158,Ideal,weekdays
2011-06-27,Fall,2011,Jun,15,No Holiday,Monday,Misty,0.74,0.6818,55.00000000000001,0.0,76,126,202,Ideal,weekdays
2011-06-27,Fall,2011,Jun,16,No Holiday,Monday,Clear,0.74,0.6818,55.00000000000001,0.1045,53,222,275,Ideal,weekdays
2011-06-27,Fall,2011,Jun,17,No Holiday,Monday,Clear,0.74,0.6818,55.00000000000001,0.1343,90,514,604,Ideal,weekdays
2011-06-27,Fall,2011,Jun,18,No Holiday,Monday,Clear,0.74,0.6667,51.0,0.0,79,512,591,Ideal,weekdays
2011-06-27,Fall,2011,Jun,19,No Holiday,Monday,Clear,0.72,0.6818,62.0,0.194,56,340,396,Ideal,weekdays
2011-06-27,Fall,2011,Jun,20,No Holiday,Monday,Clear,0.7,0.6515,65.0,0.1045,54,251,305,Terlalu Lembab,weekdays
2011-06-27,Fall,2011,Jun,21,No Holiday,Monday,Clear,0.7,0.6515,65.0,0.0,52,190,242,Terlalu Lembab,weekdays
2011-06-27,Fall,2011,Jun,22,No Holiday,Monday,Clear,0.68,0.6364,69.0,0.0,33,112,145,Terlalu Lembab,weekdays
2011-06-27,Fall,2011,Jun,23,No Holiday,Monday,Clear,0.68,0.6364,69.0,0.0,16,65,81,Terlalu Lembab,weekdays
2011-06-28,Fall,2011,Jun,0,No Holiday,Tuesday,Misty,0.66,0.6061,78.0,0.1343,5,25,30,Terlalu Lembab,weekdays
2011-06-28,Fall,2011,Jun,1,No Holiday,Tuesday,Clear,0.66,0.6212,74.0,0.0,5,8,13,Terlalu Lembab,weekdays
2011-06-28,Fall,2011,Jun,2,No Holiday,Tuesday,Misty,0.66,0.6212,74.0,0.0,2,9,11,Terlalu Lembab,weekdays
2011-06-28,Fall,2011,Jun,3,No Holiday,Tuesday,Misty,0.66,0.6212,74.0,0.0,0,2,2,Terlalu Lembab,weekdays
2011-06-28,Fall,2011,Jun,4,No Holiday,Tuesday,Clear,0.66,0.6212,74.0,0.0,1,7,8,Terlalu Lembab,weekdays
2011-06-28,Fall,2011,Jun,5,No Holiday,Tuesday,Clear,0.66,0.6061,78.0,0.0,1,20,21,Terlalu Lembab,weekdays
2011-06-28,Fall,2011,Jun,6,No Holiday,Tuesday,Clear,0.66,0.6061,83.0,0.1642,7,117,124,Terlalu Lembab,weekdays
2011-06-28,Fall,2011,Jun,7,No Holiday,Tuesday,Clear,0.68,0.6364,83.0,0.194,27,320,347,Terlalu Lembab,weekdays
2011-06-28,Fall,2011,Jun,8,No Holiday,Tuesday,Clear,0.7,0.6667,79.0,0.1642,39,417,456,Terlalu Lembab,weekdays
2011-06-28,Fall,2011,Jun,9,No Holiday,Tuesday,Clear,0.74,0.697,70.0,0.0,38,208,246,Terlalu Lembab,weekdays
2011-06-28,Fall,2011,Jun,10,No Holiday,Tuesday,Clear,0.8,0.7424,49.0,0.1642,45,112,157,Ideal,weekdays
2011-06-28,Fall,2011,Jun,11,No Holiday,Tuesday,Clear,0.82,0.7576,46.0,0.0,49,118,167,Ideal,weekdays
2011-06-28,Fall,2011,Jun,12,No Holiday,Tuesday,Clear,0.84,0.7727,47.0,0.2239,41,161,202,Ideal,weekdays
2011-06-28,Fall,2011,Jun,13,No Holiday,Tuesday,Clear,0.84,0.7576,44.0,0.0,33,156,189,Terlalu kering,weekdays
2011-06-28,Fall,2011,Jun,14,No Holiday,Tuesday,Clear,0.86,0.7879,44.0,0.2239,43,117,160,Terlalu kering,weekdays
2011-06-28,Fall,2011,Jun,15,No Holiday,Tuesday,Clear,0.86,0.7879,41.0,0.0,39,127,166,Terlalu kering,weekdays
2011-06-28,Fall,2011,Jun,16,No Holiday,Tuesday,Clear,0.86,0.803,47.0,0.2836,41,220,261,Ideal,weekdays
2011-06-28,Fall,2011,Jun,17,No Holiday,Tuesday,Light_rainsnow,0.82,0.7879,56.00000000000001,0.2836,70,509,579,Ideal,weekdays
2011-06-28,Fall,2011,Jun,18,No Holiday,Tuesday,Light_rainsnow,0.8,0.7576,55.00000000000001,0.2985,68,436,504,Ideal,weekdays
2011-06-28,Fall,2011,Jun,19,No Holiday,Tuesday,Misty,0.74,0.6818,57.99999999999999,0.4627,44,255,299,Ideal,weekdays
2011-06-28,Fall,2011,Jun,20,No Holiday,Tuesday,Clear,0.74,0.6818,62.0,0.0,50,246,296,Ideal,weekdays
2011-06-28,Fall,2011,Jun,21,No Holiday,Tuesday,Clear,0.74,0.697,66.0,0.2836,31,164,195,Terlalu Lembab,weekdays
2011-06-28,Fall,2011,Jun,22,No Holiday,Tuesday,Clear,0.7,0.6515,70.0,0.2985,30,104,134,Terlalu Lembab,weekdays
2011-06-28,Fall,2011,Jun,23,No Holiday,Tuesday,Clear,0.7,0.6515,70.0,0.2836,23,58,81,Terlalu Lembab,weekdays
2011-06-29,Fall,2011,Jun,0,No Holiday,Wednesday,Misty,0.68,0.6364,79.0,0.2836,11,25,36,Terlalu Lembab,weekdays
2011-06-29,Fall,2011,Jun,1,No Holiday,Wednesday,Clear,0.68,0.6364,79.0,0.2985,10,18,28,Terlalu Lembab,weekdays
2011-06-29,Fall,2011,Jun,2,No Holiday,Wednesday,Clear,0.66,0.6061,83.0,0.2239,7,9,16,Terlalu Lembab,weekdays
2011-06-29,Fall,2011,Jun,3,No Holiday,Wednesday,Misty,0.66,0.6061,83.0,0.1045,2,3,5,Terlalu Lembab,weekdays
2011-06-29,Fall,2011,Jun,4,No Holiday,Wednesday,Clear,0.66,0.6061,83.0,0.1045,0,5,5,Terlalu Lembab,weekdays
2011-06-29,Fall,2011,Jun,5,No Holiday,Wednesday,Clear,0.64,0.5758,83.0,0.194,3,19,22,Terlalu Lembab,weekdays
2011-06-29,Fall,2011,Jun,6,No Holiday,Wednesday,Clear,0.66,0.6212,69.0,0.2985,12,104,116,Terlalu Lembab,weekdays
2011-06-29,Fall,2011,Jun,7,No Holiday,Wednesday,Clear,0.7,0.6515,54.0,0.2239,18,318,336,Ideal,weekdays
2011-06-29,Fall,2011,Jun,8,No Holiday,Wednesday,Clear,0.7,0.6515,48.0,0.2836,41,499,540,Ideal,weekdays
2011-06-29,Fall,2011,Jun,9,No Holiday,Wednesday,Clear,0.72,0.6515,45.0,0.3881,32,189,221,Ideal,weekdays
2011-06-29,Fall,2011,Jun,10,No Holiday,Wednesday,Clear,0.74,0.6667,42.0,0.2836,31,95,126,Terlalu kering,weekdays
2011-06-29,Fall,2011,Jun,11,No Holiday,Wednesday,Clear,0.76,0.6667,35.0,0.2239,53,117,170,Terlalu kering,weekdays
2011-06-29,Fall,2011,Jun,12,No Holiday,Wednesday,Clear,0.76,0.6667,35.0,0.2537,55,188,243,Terlalu kering,weekdays
2011-06-29,Fall,2011,Jun,13,No Holiday,Wednesday,Clear,0.8,0.697,31.0,0.3284,45,186,231,Terlalu kering,weekdays
2011-06-29,Fall,2011,Jun,14,No Holiday,Wednesday,Clear,0.8,0.697,31.0,0.194,50,138,188,Terlalu kering,weekdays
2011-06-29,Fall,2011,Jun,15,No Holiday,Wednesday,Clear,0.82,0.7121,30.0,0.1642,43,146,189,Terlalu kering,weekdays
2011-06-29,Fall,2011,Jun,16,No Holiday,Wednesday,Clear,0.82,0.7121,30.0,0.4179,60,268,328,Terlalu kering,weekdays
2011-06-29,Fall,2011,Jun,17,No Holiday,Wednesday,Clear,0.82,0.7121,26.0,0.4179,78,492,570,Terlalu kering,weekdays
2011-06-29,Fall,2011,Jun,18,No Holiday,Wednesday,Clear,0.8,0.697,28.999999999999996,0.2985,78,510,588,Terlalu kering,weekdays
2011-06-29,Fall,2011,Jun,19,No Holiday,Wednesday,Clear,0.76,0.6667,35.0,0.3881,60,341,401,Terlalu kering,weekdays
2011-06-29,Fall,2011,Jun,20,No Holiday,Wednesday,Clear,0.74,0.6515,37.0,0.2985,69,264,333,Terlalu kering,weekdays
2011-06-29,Fall,2011,Jun,21,No Holiday,Wednesday,Clear,0.72,0.6515,39.0,0.2239,26,195,221,Terlalu kering,weekdays
2011-06-29,Fall,2011,Jun,22,No Holiday,Wednesday,Clear,0.7,0.6364,42.0,0.194,32,151,183,Terlalu kering,weekdays
2011-06-29,Fall,2011,Jun,23,No Holiday,Wednesday,Clear,0.68,0.6364,47.0,0.194,32,97,129,Ideal,weekdays
2011-06-30,Fall,2011,Jun,0,No Holiday,Thursday,Clear,0.66,0.6212,50.0,0.1642,15,39,54,Ideal,weekdays
2011-06-30,Fall,2011,Jun,1,No Holiday,Thursday,Clear,0.64,0.6212,53.0,0.1343,13,19,32,Ideal,weekdays
2011-06-30,Fall,2011,Jun,2,No Holiday,Thursday,Clear,0.62,0.6212,56.99999999999999,0.1343,2,6,8,Ideal,weekdays
2011-06-30,Fall,2011,Jun,3,No Holiday,Thursday,Clear,0.6,0.6061,60.0,0.1642,2,7,9,Ideal,weekdays
2011-06-30,Fall,2011,Jun,4,No Holiday,Thursday,Clear,0.58,0.5455,64.0,0.1343,2,4,6,Ideal,weekdays
2011-06-30,Fall,2011,Jun,5,No Holiday,Thursday,Clear,0.58,0.5455,64.0,0.2537,1,24,25,Ideal,weekdays
2011-06-30,Fall,2011,Jun,6,No Holiday,Thursday,Clear,0.6,0.6061,64.0,0.2537,4,119,123,Ideal,weekdays
2011-06-30,Fall,2011,Jun,7,No Holiday,Thursday,Clear,0.62,0.6061,61.0,0.2239,29,291,320,Ideal,weekdays
2011-06-30,Fall,2011,Jun,8,No Holiday,Thursday,Clear,0.68,0.6364,47.0,0.2239,44,511,555,Ideal,weekdays
2011-06-30,Fall,2011,Jun,9,No Holiday,Thursday,Clear,0.7,0.6364,42.0,0.2239,33,227,260,Terlalu kering,weekdays
2011-06-30,Fall,2011,Jun,10,No Holiday,Thursday,Clear,0.72,0.6515,42.0,0.194,35,97,132,Terlalu kering,weekdays
2011-06-30,Fall,2011,Jun,11,No Holiday,Thursday,Clear,0.74,0.6515,37.0,0.1343,47,122,169,Terlalu kering,weekdays
2011-06-30,Fall,2011,Jun,12,No Holiday,Thursday,Clear,0.76,0.6667,35.0,0.1642,50,183,233,Terlalu kering,weekdays
2011-06-30,Fall,2011,Jun,13,No Holiday,Thursday,Clear,0.76,0.6667,33.0,0.194,70,162,232,Terlalu kering,weekdays
2011-06-30,Fall,2011,Jun,14,No Holiday,Thursday,Clear,0.78,0.6818,31.0,0.194,46,117,163,Terlalu kering,weekdays
2011-06-30,Fall,2011,Jun,15,No Holiday,Thursday,Clear,0.78,0.6667,25.0,0.2537,64,176,240,Terlalu kering,weekdays
2011-06-30,Fall,2011,Jun,16,No Holiday,Thursday,Clear,0.8,0.697,26.0,0.1343,63,260,323,Terlalu kering,weekdays
2011-06-30,Fall,2011,Jun,17,No Holiday,Thursday,Clear,0.78,0.6818,27.0,0.3582,98,496,594,Terlalu kering,weekdays
2011-06-30,Fall,2011,Jun,18,No Holiday,Thursday,Clear,0.76,0.6667,28.999999999999996,0.2537,114,472,586,Terlalu kering,weekdays
2011-06-30,Fall,2011,Jun,19,No Holiday,Thursday,Clear,0.74,0.6515,33.0,0.194,89,366,455,Terlalu kering,weekdays
2011-06-30,Fall,2011,Jun,20,No Holiday,Thursday,Clear,0.74,0.6515,33.0,0.194,55,285,340,Terlalu kering,weekdays
2011-06-30,Fall,2011,Jun,21,No Holiday,Thursday,Clear,0.72,0.6515,37.0,0.1045,81,242,323,Terlalu kering,weekdays
2011-06-30,Fall,2011,Jun,22,No Holiday,Thursday,Clear,0.7,0.6364,42.0,0.1642,43,164,207,Terlalu kering,weekdays
2011-06-30,Fall,2011,Jun,23,No Holiday,Thursday,Clear,0.66,0.6212,50.0,0.0,27,99,126,Ideal,weekdays
2011-07-01,Fall,2011,Jul,0,No Holiday,Friday,Clear,0.66,0.6212,50.0,0.0,20,48,68,Ideal,weekdays
2011-07-01,Fall,2011,Jul,1,No Holiday,Friday,Clear,0.66,0.6212,50.0,0.0,15,16,31,Ideal,weekdays
2011-07-01,Fall,2011,Jul,2,No Holiday,Friday,Clear,0.62,0.6061,69.0,0.0,6,7,13,Terlalu Lembab,weekdays
2011-07-01,Fall,2011,Jul,3,No Holiday,Friday,Clear,0.64,0.6212,53.0,0.0,5,6,11,Ideal,weekdays
2011-07-01,Fall,2011,Jul,4,No Holiday,Friday,Clear,0.62,0.6212,56.99999999999999,0.0,1,5,6,Ideal,weekdays
2011-07-01,Fall,2011,Jul,5,No Holiday,Friday,Clear,0.6,0.6061,64.0,0.1343,3,27,30,Ideal,weekdays
2011-07-01,Fall,2011,Jul,6,No Holiday,Friday,Clear,0.62,0.6061,61.0,0.1343,11,97,108,Ideal,weekdays
2011-07-01,Fall,2011,Jul,7,No Holiday,Friday,Clear,0.66,0.6212,54.0,0.1045,25,218,243,Ideal,weekdays
2011-07-01,Fall,2011,Jul,8,No Holiday,Friday,Clear,0.7,0.6364,42.0,0.1642,39,453,492,Terlalu kering,weekdays
2011-07-01,Fall,2011,Jul,9,No Holiday,Friday,Clear,0.74,0.6515,35.0,0.1642,58,202,260,Terlalu kering,weekdays
2011-07-01,Fall,2011,Jul,10,No Holiday,Friday,Clear,0.76,0.6667,33.0,0.1642,61,109,170,Terlalu kering,weekdays
2011-07-01,Fall,2011,Jul,11,No Holiday,Friday,Clear,0.8,0.697,26.0,0.0,68,146,214,Terlalu kering,weekdays
2011-07-01,Fall,2011,Jul,12,No Holiday,Friday,Clear,0.8,0.697,26.0,0.0,83,180,263,Terlalu kering,weekdays
2011-07-01,Fall,2011,Jul,13,No Holiday,Friday,Clear,0.8,0.6818,24.0,0.0,83,209,292,Terlalu kering,weekdays
2011-07-01,Fall,2011,Jul,14,No Holiday,Friday,Clear,0.82,0.697,23.0,0.194,78,225,303,Terlalu kering,weekdays
2011-07-01,Fall,2011,Jul,15,No Holiday,Friday,Clear,0.82,0.697,21.0,0.2537,82,299,381,Terlalu kering,weekdays
2011-07-01,Fall,2011,Jul,16,No Holiday,Friday,Clear,0.82,0.697,17.0,0.0,85,342,427,Terlalu kering,weekdays
2011-07-01,Fall,2011,Jul,17,No Holiday,Friday,Clear,0.82,0.697,21.0,0.194,99,362,461,Terlalu kering,weekdays
2011-07-01,Fall,2011,Jul,18,No Holiday,Friday,Clear,0.8,0.6818,24.0,0.2537,98,324,422,Terlalu kering,weekdays
2011-07-01,Fall,2011,Jul,19,No Holiday,Friday,Clear,0.78,0.6667,25.0,0.194,80,238,318,Terlalu kering,weekdays
2011-07-01,Fall,2011,Jul,20,No Holiday,Friday,Clear,0.72,0.6515,42.0,0.2239,84,185,269,Terlalu kering,weekdays
2011-07-01,Fall,2011,Jul,21,No Holiday,Friday,Clear,0.7,0.6364,45.0,0.194,69,149,218,Ideal,weekdays
2011-07-01,Fall,2011,Jul,22,No Holiday,Friday,Clear,0.7,0.6364,42.0,0.0,49,173,222,Terlalu kering,weekdays
2011-07-01,Fall,2011,Jul,23,No Holiday,Friday,Clear,0.68,0.6364,47.0,0.0896,44,96,140,Ideal,weekdays
2011-07-02,Fall,2011,Jul,0,No Holiday,Saturday,Clear,0.68,0.6364,47.0,0.0896,31,84,115,Ideal,weekend
2011-07-02,Fall,2011,Jul,1,No Holiday,Saturday,Clear,0.66,0.6212,54.0,0.0,20,58,78,Ideal,weekend
2011-07-02,Fall,2011,Jul,2,No Holiday,Saturday,Clear,0.64,0.6212,53.0,0.0,9,43,52,Ideal,weekend
2011-07-02,Fall,2011,Jul,3,No Holiday,Saturday,Clear,0.64,0.6212,53.0,0.0,5,21,26,Ideal,weekend
2011-07-02,Fall,2011,Jul,4,No Holiday,Saturday,Clear,0.62,0.6061,61.0,0.0,3,8,11,Ideal,weekend
2011-07-02,Fall,2011,Jul,5,No Holiday,Saturday,Clear,0.58,0.5455,73.0,0.1045,1,13,14,Terlalu Lembab,weekend
2011-07-02,Fall,2011,Jul,6,No Holiday,Saturday,Clear,0.62,0.6061,69.0,0.1045,11,21,32,Terlalu Lembab,weekend
2011-07-02,Fall,2011,Jul,7,No Holiday,Saturday,Clear,0.64,0.6061,65.0,0.0,10,35,45,Terlalu Lembab,weekend
2011-07-02,Fall,2011,Jul,8,No Holiday,Saturday,Clear,0.68,0.6364,56.99999999999999,0.0,38,94,132,Ideal,weekend
2011-07-02,Fall,2011,Jul,9,No Holiday,Saturday,Clear,0.74,0.6667,51.0,0.0896,55,124,179,Ideal,weekend
2011-07-02,Fall,2011,Jul,10,No Holiday,Saturday,Clear,0.8,0.7121,36.0,0.0,103,168,271,Terlalu kering,weekend
2011-07-02,Fall,2011,Jul,11,No Holiday,Saturday,Clear,0.8,0.7121,36.0,0.0896,144,213,357,Terlalu kering,weekend
2011-07-02,Fall,2011,Jul,12,No Holiday,Saturday,Clear,0.82,0.7121,30.0,0.1343,142,232,374,Terlalu kering,weekend
2011-07-02,Fall,2011,Jul,13,No Holiday,Saturday,Clear,0.82,0.7121,30.0,0.1045,178,226,404,Terlalu kering,weekend
2011-07-02,Fall,2011,Jul,14,No Holiday,Saturday,Clear,0.84,0.7121,20.0,0.0,177,215,392,Terlalu kering,weekend
2011-07-02,Fall,2011,Jul,15,No Holiday,Saturday,Clear,0.86,0.7273,19.0,0.1642,168,163,331,Terlalu kering,weekend
2011-07-02,Fall,2011,Jul,16,No Holiday,Saturday,Clear,0.88,0.7424,22.0,0.2239,206,192,398,Terlalu kering,weekend
2011-07-02,Fall,2011,Jul,17,No Holiday,Saturday,Clear,0.84,0.7273,30.0,0.2239,179,170,349,Terlalu kering,weekend
2011-07-02,Fall,2011,Jul,18,No Holiday,Saturday,Clear,0.82,0.7121,30.0,0.2836,193,190,383,Terlalu kering,weekend
2011-07-02,Fall,2011,Jul,19,No Holiday,Saturday,Clear,0.8,0.697,33.0,0.2239,156,149,305,Terlalu kering,weekend
2011-07-02,Fall,2011,Jul,20,No Holiday,Saturday,Clear,0.76,0.6818,45.0,0.2836,136,148,284,Ideal,weekend
2011-07-02,Fall,2011,Jul,21,No Holiday,Saturday,Clear,0.74,0.6667,48.0,0.194,95,137,232,Ideal,weekend
2011-07-02,Fall,2011,Jul,22,No Holiday,Saturday,Clear,0.72,0.6667,51.0,0.1642,78,123,201,Ideal,weekend
2011-07-02,Fall,2011,Jul,23,No Holiday,Saturday,Clear,0.72,0.6667,54.0,0.2836,66,88,154,Ideal,weekend
2011-07-03,Fall,2011,Jul,0,No Holiday,Sunday,Clear,0.7,0.6515,57.99999999999999,0.2239,47,97,144,Ideal,weekend
2011-07-03,Fall,2011,Jul,1,No Holiday,Sunday,Misty,0.7,0.6515,61.0,0.1642,23,55,78,Ideal,weekend
2011-07-03,Fall,2011,Jul,2,No Holiday,Sunday,Clear,0.7,0.6515,57.99999999999999,0.194,19,50,69,Ideal,weekend
2011-07-03,Fall,2011,Jul,3,No Holiday,Sunday,Light_rainsnow,0.68,0.6364,65.0,0.0896,8,25,33,Terlalu Lembab,weekend
2011-07-03,Fall,2011,Jul,4,No Holiday,Sunday,Light_rainsnow,0.68,0.6364,65.0,0.0896,3,2,5,Terlalu Lembab,weekend
2011-07-03,Fall,2011,Jul,5,No Holiday,Sunday,Light_rainsnow,0.62,0.5758,83.0,0.194,0,1,1,Terlalu Lembab,weekend
2011-07-03,Fall,2011,Jul,6,No Holiday,Sunday,Misty,0.62,0.5455,94.0,0.0896,0,3,3,Terlalu Lembab,weekend
2011-07-03,Fall,2011,Jul,7,No Holiday,Sunday,Misty,0.64,0.5758,89.0,0.194,3,22,25,Terlalu Lembab,weekend
2011-07-03,Fall,2011,Jul,8,No Holiday,Sunday,Clear,0.68,0.6364,79.0,0.2239,39,53,92,Terlalu Lembab,weekend
2011-07-03,Fall,2011,Jul,9,No Holiday,Sunday,Clear,0.7,0.6667,74.0,0.2537,82,99,181,Terlalu Lembab,weekend
